MA_100058g0010	AT4G32850
MA_873731g0010	AT4G38120
MA_9095896g0010	AT1G15210
MA_9197923g0010	AT3G57570
MA_10429950g0020	AT2G13540
MA_10433704g0010	AT4G18550
MA_10436110g0020	AT5G62910
MA_109104g0010	AT2G34830
MA_11827g0010	AT5G11470
MA_132127g0010	AT2G38820
MA_132338g0010	AT1G65810
MA_219456g0010	AT4G16260
MA_297533g0010	AT5G53390
MA_341577g0010	AT1G05385
MA_43266g0010	AT1G10460
MA_59202g0010	AT3G11980
MA_630122g0010	AT3G53480
MA_9022834g0010	AT3G45980
MA_99608g0020	AT5G13200
MA_100379g0010	AT3G52300
MA_10085537g0010	AT3G01420
MA_10109059g0010	AT1G27170
MA_10114059g0010	AT4G27040
MA_10178930g0010	AT5G23050
MA_10349363g0010	AT2G20360
MA_10433182g0010	AT1G47500
MA_10436219g0020	AT5G06970
MA_140728g0010	AT2G01770
MA_23147g0010	AT1G69550
MA_3198786g0010	AT3G53750
MA_42815g0010	AT5G45130
MA_5535155g0010	AT3G63200
MA_6286334g0010	AT4G22580
MA_10426118g0010	AT5G47750
MA_10432995g0010	AT5G63140
MA_10433692g0010	AT1G04870
MA_125930g0010	AT4G35785
MA_135402g0010	AT5G01180
MA_139559g0010	AT2G35530
MA_1915g0010	AT4G32500
MA_2921g0010	AT1G76480
MA_53362g0010	AT1G71695
MA_545800g0010	AT1G21190
MA_63500g0010	AT1G22510
MA_8334627g0010	AT5G44380
MA_930859g0010	AT3G54826
MA_10435230g0010	AT3G50950
MA_193320g0010	AT1G22380
MA_271815g0010	AT1G34430
MA_286659g0010	AT3G10180
MA_7731022g0010	AT1G17750
MA_9107031g0010	AT5G44070
MA_9453036g0010	AT1G27510
MA_9465198g0010	AT1G30825
MA_9536718g0010	AT1G22360
MA_9705707g0010	AT5G27320
MA_97843g0010	AT3G10670
MA_992381g0010	AT1G76050
MA_9928338g0010	AT3G16110
MA_10292445g0010	AT5G41470
MA_10375504g0010	AT5G54160
MA_10426471g0010	AT4G30780
MA_10427598g0010	AT1G66590
MA_10431424g0020	AT4G19950
MA_10432390g0010	AT3G26230
MA_10432919g0010	AT1G68920
MA_10433569g0010	AT1G61720
MA_10436018g0010	AT2G48110
MA_10436520g0010	AT5G19540
MA_11834g0010	AT1G71050
MA_134824g0010	AT4G27340
MA_137318g0010	AT3G09670
MA_18053g0010	AT4G16740
MA_18236g0010	AT1G76010
MA_18477g0010	AT5G24080
MA_217472g0010	AT2G41475
MA_230183g0010	AT1G47580
MA_2485g0010	AT3G04300
MA_38774g0020	AT5G15080
MA_449811g0010	AT3G15730
MA_50756g0010	AT5G47830
MA_545508g0010	AT5G41040
MA_57437g0010	AT1G59700
MA_59943g0010	AT3G19184
MA_6638688g0010	AT1G23740
MA_816621g0010	AT5G39940
MA_8427244g0010	AT5G54370
MA_8499291g0010	AT3G02690
MA_853553g0010	AT3G20015
MA_10221445g0010	AT1G79560
MA_10314437g0010	AT5G03470
MA_10427423g0020	AT4G13180
MA_10428760g0010	AT1G16610
MA_10428998g0010	AT2G38880
MA_10430992g0010	AT1G22870
MA_10433231g0010	AT4G14790
MA_1121359g0010	AT1G70750
MA_115479g0020	AT5G36930
MA_139536g0010	AT1G66340
MA_145766g0010	AT3G46060
MA_14639g0010	AT3G53020
MA_176321g0010	AT1G54390
MA_1798304g0010	AT3G28510
MA_185802g0010	AT5G15010
MA_244357g0010	AT3G58730
MA_3136094g0010	AT5G46100
MA_38105g0010	AT2G32640
MA_394910g0010	AT5G63180
MA_403797g0010	AT1G13120
MA_48202g0010	AT5G63020
MA_485127g0010	AT4G21790
MA_485463g0010	AT4G17050
MA_494263g0010	AT2G37160
MA_7268260g0010	AT4G19880
MA_78676g0030	AT2G13600
MA_7928010g0010	AT2G35930
MA_8216532g0010	AT4G18780
MA_8297872g0010	AT4G18360
MA_8467692g0010	AT1G53540
MA_85610g0010	AT2G30910
MA_8802812g0010	AT1G28520
MA_8953717g0010	AT3G08960
MA_8963386g0010	AT1G27170
MA_9262292g0010	AT5G50375
MA_929084g0010	AT5G57655
MA_125090g0010	AT2G42230
MA_16138g0010	AT3G21600
MA_165112g0010	AT2G42230
MA_5004014g0010	AT3G26600
MA_54733g0010	AT4G19860
MA_8003381g0010	AT1G18070
MA_10021g0010	AT5G07040
MA_10105285g0010	AT1G55910
MA_10199247g0010	AT1G52240
MA_10200362g0010	AT2G30310
MA_10331044g0010	AT1G73340
MA_10354504g0010	AT1G79740
MA_10422g0030	AT5G09620
MA_10427099g0010	AT2G39940
MA_10427217g0010	AT1G27850
MA_10428606g0010	AT3G13570
MA_10428854g0010	AT3G48195
MA_10429129g0010	AT3G07700
MA_10429587g0010	AT5G61910
MA_10435961g0040	AT1G80770
MA_10437109g0010	AT5G07980
MA_112271g0010	AT1G71695
MA_117135g0010	AT2G04900
MA_123046g0010	AT3G16500
MA_12363g0010	AT1G72310
MA_13714g0010	AT4G20300
MA_138039g0010	AT1G32240
MA_15972g0010	AT5G48810
MA_165814g0010	AT1G20140
MA_1684g0010	AT5G53390
MA_200461g0010	AT2G40610
MA_21695g0020	AT1G78370
MA_46848g0010	AT4G32330
MA_51358g0010	AT5G51070
MA_69304g0010	AT2G02540
MA_69941g0010	AT1G33980
MA_705050g0010	AT5G61680
MA_72352g0010	AT3G16300
MA_84757g0010	AT4G02800
MA_91053g0010	AT2G28490
MA_91294g0010	AT4G33420
MA_9138447g0010	AT1G67620
MA_955355g0020	AT1G76920
MA_99115g0010	AT1G53710
MA_10039504g0010	AT4G08300
MA_102284g0010	AT1G56410
MA_10238446g0010	AT5G05170
MA_10426054g0010	AT5G01400
MA_10429630g0010	AT5G14270
MA_10429705g0020	AT5G12100
MA_10429938g0030	AT3G57520
MA_10430794g0010	AT1G24610
MA_10430858g0010	AT1G50430
MA_10432217g0010	AT1G06710
MA_10432910g0010	AT1G50170
MA_10435728g0010	AT1G27170
MA_107842g0010	AT3G14205
MA_128420g0010	AT1G70570
MA_13648g0010	AT1G65440
MA_137963g0010	AT1G15210
MA_144298g0010	AT1G72310
MA_151604g0010	AT2G37710
MA_167550g0010	AT4G19070
MA_186138g0010	AT5G16140
MA_2078075g0010	AT3G47520
MA_214624g0010	AT1G74310
MA_336523g0010	AT2G44060
MA_34515g0010	AT4G19410
MA_3697435g0010	AT1G56170
MA_382177g0010	AT2G06850
MA_40109g0020	AT1G60660
MA_4107059g0010	AT5G13980
MA_41229g0010	AT4G13650
MA_414505g0010	AT3G10180
MA_472083g0010	AT3G24240
MA_475176g0010	AT2G27970
MA_50079g0010	AT5G38210
MA_5536g0020	AT5G06220
MA_559665g0010	AT3G19820
MA_57485g0010	AT3G04970
MA_6619111g0010	AT5G16560
MA_727658g0010	AT1G07810
MA_764190g0010	AT3G57400
MA_7771427g0010	AT1G34065
MA_8376880g0010	AT4G36760
MA_837789g0010	AT3G08960
MA_9033878g0010	AT2G28500
MA_90878g0010	AT1G09560
MA_9114g0010	AT1G02970
MA_932160g0010	AT1G55320
MA_9501678g0010	AT5G16715
MA_9568129g0010	AT5G48385
MA_10435078g0010	AT1G09730
MA_18979g0010	AT3G01780
MA_214577g0010	AT1G15520
MA_656729g0010	AT5G62530
MA_78485g0010	AT4G33880
MA_869235g0010	AT4G29130
MA_1000807g0010	AT2G16990
MA_10155866g0010	AT2G15490
MA_10428027g0010	AT3G50140
MA_10429624g0010	AT3G05200
MA_10430462g0010	AT3G22400
MA_111351g0010	AT2G38640
MA_116780g0010	AT3G04380
MA_3074482g0010	AT5G42800
MA_41471g0010	AT4G32480
MA_422939g0010	AT5G09570
MA_440140g0010	AT4G24130
MA_46679g0010	AT5G24860
MA_5981825g0010	AT1G19910
MA_607123g0010	AT4G36380
MA_7364g0010	AT2G23090
MA_7544918g0010	AT2G43590
MA_83544g0010	AT5G25500
MA_867332g0010	AT2G22250
MA_8869166g0010	AT2G21600
MA_89862g0010	AT4G18690
MA_943507g0010	AT4G32410
MA_10274199g0010	AT1G12210
MA_10390746g0020	AT1G19800
MA_10425757g0020	AT1G15780
MA_10428832g0010	AT1G21650
MA_10430669g0010	AT1G52360
MA_10432475g0020	AT5G36930
MA_10434704g0010	AT5G35930
MA_10435859g0010	AT1G69550
MA_1115157g0010	AT1G79740
MA_12699g0020	AT5G24740
MA_1417572g0010	AT2G01570
MA_181792g0010	AT1G72320
MA_183114g0010	AT1G68530
MA_219884g0010	AT1G30660
MA_23951g0020	AT1G14300
MA_35727g0020	AT1G68530
MA_476657g0010	AT5G13070
MA_5515939g0010	AT3G62830
MA_6500616g0010	AT5G42760
MA_674161g0010	AT5G61900
MA_67816g0010	AT2G23350
MA_69383g0010	AT4G10490
MA_7282861g0010	AT1G27170
MA_728g0010	AT3G16340
MA_87803g0010	AT5G65760
MA_919732g0010	AT1G03220
MA_92783g0010	AT2G45690
MA_928634g0010	AT2G43130
MA_9867037g0010	AT3G18080
MA_10366222g0010	AT1G78240
MA_10430930g0010	AT5G55470
MA_8589938g0010	AT1G78060
MA_9139695g0010	AT5G02070
MA_10308325g0010	AT5G55250
MA_10429145g0010	AT4G10500
MA_127295g0010	AT2G38240
MA_137877g0010	AT4G37740
MA_161374g0020	AT3G46510
MA_167185g0010	AT2G24210
MA_1773g0020	AT3G46510
MA_19638g0010	AT4G19390
MA_26170g0010	AT1G27170
MA_365167g0010	AT1G66920
MA_392160g0020	AT1G75280
MA_555205g0010	AT5G05390
MA_595725g0010	AT3G02650
MA_69439g0010	AT3G01390
MA_7261g0010	AT3G12720
MA_75571g0010	AT1G05870
MA_770004g0010	AT4G24805
MA_8061094g0010	AT1G15520
MA_9017265g0010	AT2G37700
MA_9119512g0010	AT1G27090
MA_10107971g0010	AT1G60810
MA_10294952g0020	AT4G40030
MA_10383324g0010	AT1G78895
MA_10429075g0010	AT1G55230
MA_10429154g0010	AT4G24460
MA_10430271g0020	AT4G37870
MA_10432597g0010	AT5G48520
MA_10432885g0010	AT4G18360
MA_10433388g0010	AT1G12430
MA_10433556g0010	AT4G15475
MA_10435301g0010	AT5G54280
MA_10436872g0010	AT1G45688
MA_1126389g0010	AT2G15290
MA_135279g0010	AT4G17500
MA_136385g0010	AT5G18110
MA_162825g0010	AT4G19070
MA_169095g0010	AT5G42080
MA_172878g0010	AT4G40030
MA_342646g0010	AT5G51750
MA_39280g0020	AT2G37700
MA_5795686g0010	AT2G22420
MA_5933248g0010	AT3G06350
MA_670271g0010	AT5G08180
MA_67774g0010	AT3G07130
MA_8002712g0010	AT5G53000
MA_9675401g0010	AT5G04660
MA_10437014g0010	AT5G64220
MA_195687g0010	AT1G08730
MA_3129374g0010	AT5G63840
MA_430525g0010	AT1G55810
MA_54203g0010	AT1G56230
MA_100454g0010	AT1G64570
MA_10430166g0010	AT5G55060
MA_1341909g0010	AT4G05050
MA_17176g0010	AT2G21150
MA_180376g0010	AT5G36970
MA_19190g0010	AT1G69550
MA_8865g0010	AT1G32240
MA_923117g0010	AT2G38640
MA_94101g0020	AT5G09620
MA_10426890g0030	AT1G04610
MA_10427791g0010	AT5G36930
MA_10428062g0010	AT5G50860
MA_10431557g0010	AT3G08740
MA_10432149g0020	AT5G54880
MA_10433670g0020	AT5G07920
MA_136889g0020	AT3G47110
MA_15363g0010	AT5G08580
MA_155955g0010	AT4G16070
MA_166785g0010	AT1G28440
MA_186746g0010	AT5G07050
MA_18827g0010	AT2G27660
MA_202658g0010	AT4G33090
MA_5496494g0010	AT2G25110
MA_55789g0010	AT3G07300
MA_61232g0010	AT4G15475
MA_8452538g0010	AT1G05675
MA_862642g0010	AT3G30775
MA_9069587g0010	AT3G21630
MA_9684599g0010	AT5G41150
MA_139137g0010	AT3G25150
MA_171999g0030	AT1G43780
MA_9219264g0010	AT2G35110
MA_10430887g0010	AT4G01070
MA_10432719g0010	AT5G28350
MA_10436362g0030	AT1G76940
MA_136177g0010	AT5G20190
MA_17139g0010	AT2G40780
MA_4774837g0010	AT2G38640
MA_63913g0010	AT1G63380
MA_6420712g0010	AT3G26230
MA_7483556g0010	AT5G46330
MA_9888470g0010	AT5G17540
MA_10225285g0010	AT1G25360
MA_10234528g0010	AT1G10320
MA_10389235g0010	AT4G19420
MA_10427304g0020	AT5G63980
MA_10427718g0010	AT1G49820
MA_105317g0010	AT1G57600
MA_13898g0010	AT4G21570
MA_154988g0010	AT5G13430
MA_170898g0010	AT3G12100
MA_172713g0010	AT4G25300
MA_18476g0010	AT1G60730
MA_20372g0020	AT1G13260
MA_270208g0010	AT1G29150
MA_4031784g0010	AT3G14940
MA_480519g0010	AT5G50850
MA_496706g0010	AT4G15840
MA_6473661g0010	AT1G80310
MA_6695807g0010	AT5G65260
MA_6968453g0010	AT1G17350
MA_744897g0010	AT4G13720
MA_8738382g0010	AT5G66030
MA_92681g0010	AT4G26870
MA_9371872g0010	AT2G24765
MA_136075g0010	AT1G64110
MA_136880g0010	AT5G04360
MA_10066818g0010	AT4G01240
MA_10241352g0010	AT1G08760
MA_10342185g0010	AT1G60770
MA_10436819g0010	AT2G02150
MA_118496g0010	AT2G44360
MA_20483g0010	AT5G16640
MA_20656g0010	AT3G20570
MA_3859149g0010	AT3G62770
MA_40971g0010	AT1G80110
MA_47307g0010	AT4G04450
MA_626006g0010	AT3G12490
MA_10328347g0010	AT5G19690
MA_10427585g0010	AT1G09890
MA_10436914g0010	AT2G17480
MA_152573g0010	AT4G39910
MA_1767g0010	AT1G77980
MA_3615747g0010	AT3G12580
MA_369821g0010	AT1G79630
MA_3757266g0010	AT2G06510
MA_510941g0010	AT5G05170
MA_6029758g0010	AT1G01300
MA_63002g0010	AT1G67940
MA_7922210g0010	AT3G15020
MA_831770g0010	AT4G33460
MA_8495858g0010	AT1G73340
MA_8571664g0010	AT4G17340
MA_943901g0010	AT2G24120
MA_96046g0010	AT1G75330
MA_97654g0010	AT5G10750
MA_9790930g0010	AT1G74310
MA_10429170g0010	AT1G16880
MA_9233712g0010	AT3G13770
MA_10428282g0010	AT3G50170
MA_10434953g0010	AT5G46050
MA_1914g0010	AT5G10730
MA_196108g0010	AT1G09340
MA_205209g0010	AT5G23940
MA_242575g0010	AT2G42960
MA_281093g0010	AT3G27890
MA_90870g0010	AT3G59800
MA_93898g0010	AT1G14340
MA_10427383g0010	AT5G19350
MA_10430344g0010	AT2G41530
MA_10432586g0010	AT5G63440
MA_138375g0010	AT5G08680
MA_1936904g0010	AT1G24530
MA_200035g0010	AT3G21360
MA_29400g0010	AT5G35080
MA_295252g0010	AT1G48090
MA_52404g0010	AT1G65580
MA_6085366g0010	AT4G22220
MA_706363g0010	AT3G47090
MA_94040g0010	AT3G03480
MA_9669267g0010	AT5G66330
MA_98616g0010	AT1G80820
MA_9872g0010	AT3G07020
MA_5396601g0010	AT1G20370
MA_10436731g0020	AT1G27170
MA_11175g0010	AT4G30710
MA_15472g0010	AT2G38820
MA_3081g0010	AT5G51440
MA_4947g0010	ATCG00500
MA_7543346g0010	AT2G20370
MA_10305271g0010	AT4G26050
MA_10363408g0010	AT2G36310
MA_10393806g0010	AT5G08020
MA_10427869g0010	AT4G11800
MA_10435319g0010	AT5G63540
MA_113932g0010	AT5G57870
MA_145446g0010	AT3G28380
MA_24228g0010	AT2G32600
MA_313496g0010	AT3G60810
MA_3172g0010	AT5G09810
MA_626674g0010	AT1G64430
MA_8886304g0010	AT5G58030
MA_91679g0010	AT1G09795
MA_9220276g0010	AT3G24240
MA_451097g0010	AT2G46520
MA_74765g0020	AT2G28880
MA_10426098g0020	AT3G50910
MA_10426404g0010	AT3G05260
MA_10428209g0010	AT5G08335
MA_10429929g0010	AT5G09570
MA_10434479g0010	AT5G18610
MA_10435243g0010	AT5G45650
MA_113516g0010	AT5G33406
MA_128030g0010	AT5G47830
MA_134429g0010	AT2G27920
MA_136551g0010	AT1G29280
MA_140611g0010	AT5G05320
MA_170437g0010	AT3G05660
MA_18107g0010	AT1G45249
MA_208144g0010	AT1G78060
MA_27482g0010	AT1G69680
MA_333155g0010	AT5G26310
MA_34163g0010	AT4G19860
MA_41006g0010	AT5G11260
MA_41068g0020	AT5G14270
MA_462275g0010	AT5G15920
MA_499471g0010	AT3G11330
MA_50385g0010	AT4G00060
MA_53795g0010	AT4G39955
MA_6277139g0010	AT1G11950
MA_64169g0010	AT4G32500
MA_66514g0010	AT1G21460
MA_6944g0010	AT3G58630
MA_960086g0010	AT3G25430
MA_96764g0010	AT5G57625
MA_98504g0010	AT5G41470
MA_10112138g0010	AT2G42710
MA_10157063g0010	AT1G58025
MA_10246077g0010	AT5G65450
MA_10279707g0010	AT1G56120
MA_10312267g0010	AT3G61600
MA_103369g0010	AT5G61150
MA_10384591g0010	AT5G60390
MA_10426529g0010	AT1G47420
MA_10426617g0010	AT2G47000
MA_10427001g0030	AT3G49725
MA_10427971g0010	AT4G21160
MA_10430904g0010	AT2G37860
MA_10431951g0010	AT5G56730
MA_10432396g0010	AT3G12380
MA_10433989g0010	AT1G52360
MA_10434157g0010	AT1G03905
MA_10434439g0040	AT3G10050
MA_10436963g0010	AT4G33090
MA_116656g0010	AT1G79990
MA_126192g0010	AT2G16950
MA_157317g0010	AT5G11840
MA_16986g0020	AT5G33406
MA_180629g0010	AT1G05820
MA_20375g0010	AT5G57800
MA_223085g0010	AT1G53540
MA_378797g0010	AT3G09660
MA_407537g0010	AT5G42620
MA_447480g0010	AT1G53540
MA_463736g0010	AT5G41040
MA_50875g0010	AT5G57700
MA_526688g0010	AT5G21040
MA_5424284g0010	AT1G19230
MA_55123g0020	AT1G59900
MA_55765g0010	AT5G08020
MA_5753201g0010	AT1G78320
MA_57785g0010	AT2G42740
MA_58266g0010	AT2G16440
MA_59883g0010	AT1G55480
MA_6112961g0010	AT1G10410
MA_635762g0010	AT4G32640
MA_69306g0020	AT1G75280
MA_7009728g0010	AT1G22640
MA_8594057g0010	AT1G27170
MA_867407g0010	AT2G35030
MA_9066875g0010	AT1G10360
MA_90733g0010	AT3G55200
MA_918140g0010	AT4G35000
MA_9371673g0010	AT3G21215
MA_93883g0010	AT3G13040
MA_943731g0010	AT2G30530
MA_9558g0010	AT5G16350
MA_9690g0010	AT1G15690
MA_10311111g0010	AT4G00460
MA_10428279g0010	AT3G01090
MA_193354g0010	AT1G59820
MA_312348g0020	AT1G04920
MA_479802g0010	AT4G02030
MA_787821g0010	AT1G04010
MA_8618004g0010	AT2G26590
MA_10113236g0010	AT3G26230
MA_10186862g0010	AT3G21520
MA_10312280g0020	AT5G59190
MA_10431676g0040	AT1G69550
MA_10433039g0030	AT3G44540
MA_10433899g0010	AT4G14660
MA_10435291g0010	AT4G13970
MA_10435878g0010	AT3G21420
MA_17008g0010	AT5G56600
MA_176137g0010	AT5G13020
MA_177764g0010	AT3G61590
MA_232327g0010	AT4G28570
MA_239840g0010	AT4G10490
MA_293420g0010	AT1G79470
MA_41676g0010	AT3G16990
MA_4224g0010	AT5G19860
MA_670429g0010	AT1G76690
MA_72943g0020	AT5G17240
MA_8861171g0010	AT3G51030
MA_89487g0020	AT5G55300
MA_8977g0020	AT5G62580
MA_9108027g0010	AT1G27170
MA_9154315g0010	AT3G15810
MA_9401581g0010	AT4G02780
MA_9850708g0010	AT4G00970
MA_10070914g0010	AT1G10370
MA_10212602g0010	AT4G01070
MA_10427104g0010	AT4G36400
MA_10428853g0010	AT1G34300
MA_10430261g0010	AT5G36930
MA_10431614g0010	AT4G33950
MA_10432011g0010	AT3G47740
MA_10432267g0010	AT1G21680
MA_10433281g0010	AT3G29320
MA_10433429g0020	AT1G55200
MA_10435159g0010	AT5G35400
MA_10435470g0010	AT1G69500
MA_10435699g0030	AT3G52590
MA_1117335g0010	AT4G29010
MA_141030g0010	AT1G80860
MA_15449g0010	AT1G75210
MA_158727g0010	AT1G48130
MA_176222g0010	AT5G42480
MA_19099g0010	AT2G28560
MA_194786g0010	AT1G75440
MA_204386g0010	AT4G29310
MA_22011g0010	AT5G66960
MA_22444g0010	AT2G32950
MA_2367008g0010	AT4G27300
MA_323727g0010	AT2G36130
MA_356573g0010	AT1G75950
MA_3727768g0010	AT3G10050
MA_392160g0010	AT1G72440
MA_405739g0010	AT3G47570
MA_4396837g0010	AT1G54270
MA_45653g0010	AT5G13430
MA_459562g0010	AT1G48430
MA_47683g0010	AT5G50870
MA_477454g0010	AT4G30270
MA_50811g0010	AT4G37850
MA_579908g0010	AT3G53750
MA_6829664g0010	AT3G14180
MA_7192988g0010	AT5G16150
MA_71981g0010	AT2G22570
MA_8045470g0010	AT5G67320
MA_8290336g0010	AT5G58700
MA_8392750g0010	AT2G16920
MA_84015g0010	AT1G79740
MA_863836g0010	AT2G13600
MA_905169g0010	AT5G54100
MA_92757g0010	AT5G04480
MA_9496362g0020	AT3G07160
MA_10429335g0010	AT5G18230
MA_10433753g0010	AT2G38020
MA_151646g0010	AT5G14720
MA_394680g0010	AT5G24680
MA_39698g0010	AT1G08980
MA_523278g0010	AT4G17190
MA_903555g0010	AT4G04320
MA_10213817g0010	AT3G27540
MA_10260361g0010	AT3G18930
MA_1040421g0010	AT3G45980
MA_10428089g0010	AT3G52430
MA_10432736g0010	AT5G20190
MA_10432813g0010	AT3G52450
MA_10433096g0010	AT4G24490
MA_10435401g0020	AT4G16450
MA_10437176g0030	AT5G23190
MA_18664g0010	AT3G16500
MA_23074g0010	AT1G49030
MA_26001g0020	AT3G16720
MA_346931g0010	AT5G17540
MA_35039g0010	AT5G22000
MA_60469g0010	AT3G56030
MA_6070012g0010	AT2G24190
MA_7388392g0010	AT1G22400
MA_7686836g0010	AT5G38030
MA_811324g0010	AT4G23990
MA_8126g0010	AT1G53260
MA_81674g0010	AT4G39730
MA_827790g0010	AT1G02800
MA_8419775g0010	AT4G32940
MA_947876g0010	AT4G17560
MA_10108064g0010	AT5G13930
MA_10187020g0010	AT5G18140
MA_10342777g0010	AT2G24520
MA_10355481g0010	AT1G16560
MA_10382657g0010	AT2G27120
MA_10430664g0010	AT4G17840
MA_10432076g0020	AT2G22590
MA_10433953g0010	AT5G24650
MA_10434992g0010	AT2G30910
MA_10436776g0040	AT3G05500
MA_10437001g0020	AT2G36830
MA_10437210g0010	AT5G43730
MA_123246g0010	AT3G12740
MA_124834g0010	AT1G07380
MA_131738g0010	AT1G55915
MA_147422g0010	AT3G26790
MA_156081g0010	AT5G52920
MA_165283g0010	AT2G24130
MA_170370g0020	AT3G05500
MA_1748261g0010	AT4G34850
MA_179853g0020	AT2G24130
MA_198224g0010	AT3G18160
MA_23830g0010	AT2G19790
MA_283090g0010	AT5G43360
MA_3131g0020	AT1G12775
MA_33099g0010	AT5G41040
MA_40118g0010	AT5G59560
MA_413355g0010	AT5G46050
MA_4309355g0010	AT4G29050
MA_445237g0010	AT5G08690
MA_50159g0010	AT5G36930
MA_635089g0010	AT5G15090
MA_68268g0010	AT1G14360
MA_7013651g0010	AT1G29900
MA_7027365g0010	AT4G37930
MA_7441286g0010	AT2G02010
MA_75186g0010	AT3G03380
MA_7688g0010	AT3G21630
MA_7705197g0010	AT3G53960
MA_9049003g0010	AT2G01460
MA_905859g0010	AT1G76130
MA_9161715g0010	AT1G10270
MA_916378g0010	AT1G77120
MA_92715g0010	AT5G28050
MA_959414g0020	AT1G50420
MA_9662605g0010	AT1G61390
MA_10332311g0010	AT1G78240
MA_167341g0010	AT1G48310
MA_71525g0010	AT5G61410
MA_9518133g0010	AT5G45190
MA_9707684g0010	AT2G19860
MA_10226519g0010	AT4G25290
MA_10429017g0010	AT5G09830
MA_10431881g0010	AT5G41020
MA_10434275g0010	AT2G43980
MA_10436986g0010	AT1G74720
MA_11267g0020	AT1G01060
MA_116716g0010	AT4G35550
MA_289298g0010	AT2G35630
MA_5926959g0010	AT5G14070
MA_7146069g0010	AT3G11980
MA_7948721g0010	AT5G24080
MA_9310555g0010	AT4G29050
MA_10021431g0010	AT4G12740
MA_100236g0010	AT1G01510
MA_10309176g0010	AT2G16920
MA_10427508g0040	AT5G64030
MA_10429086g0010	AT5G55930
MA_10430662g0010	AT4G33490
MA_10433201g0010	AT5G62810
MA_10433914g0010	AT3G18630
MA_10434738g0010	AT2G37050
MA_10435285g0010	AT4G29520
MA_10435511g0020	AT4G30470
MA_115360g0010	AT2G31100
MA_149311g0010	AT2G42750
MA_170445g0010	AT1G31420
MA_176955g0010	AT2G36060
MA_177920g0010	AT2G40700
MA_180577g0010	AT5G42320
MA_205717g0020	AT3G16240
MA_35206g0010	AT1G19320
MA_4448230g0010	AT5G36130
MA_46261g0010	AT3G13890
MA_537171g0010	AT1G66330
MA_5532g0010	AT3G28030
MA_5762206g0010	AT5G05340
MA_622g0020	AT5G66930
MA_6904g0010	AT5G62700
MA_8051608g0010	AT5G11840
MA_9071722g0010	AT2G39090
MA_914082g0010	AT2G27900
MA_92189g0010	AT4G04960
MA_9313788g0010	AT4G21160
MA_10097183g0010	AT2G19880
MA_10431719g0020	AT1G14790
MA_178792g0010	AT5G64500
MA_854546g0010	AT1G32750
MA_10160589g0010	AT5G52390
MA_10425778g0010	AT1G01770
MA_10429886g0030	AT3G47570
MA_10432533g0010	AT1G69550
MA_10435608g0010	AT1G70200
MA_116648g0020	AT1G69550
MA_12053g0010	AT1G69780
MA_15568g0010	AT4G26890
MA_15703g0010	AT1G18490
MA_164160g0010	AT1G11530
MA_18046g0020	AT5G08450
MA_25267g0010	AT3G62550
MA_263300g0010	AT2G36780
MA_53729g0010	AT3G19720
MA_65818g0010	AT1G68810
MA_65948g0010	AT1G49510
MA_8197627g0010	AT3G26770
MA_826566g0010	AT1G50710
MA_8409826g0010	AT1G02800
MA_84793g0010	AT2G33310
MA_10008335g0010	AT1G01290
MA_10429484g0010	AT3G14075
MA_10430644g0020	AT5G16280
MA_10431222g0010	AT4G29540
MA_10432983g0010	AT3G50170
MA_10433001g0010	AT5G47120
MA_115502g0010	AT5G11590
MA_165288g0010	AT3G16340
MA_19856g0010	AT5G55530
MA_20430g0020	AT2G43360
MA_379291g0010	AT1G73110
MA_402419g0010	AT1G02080
MA_5813659g0010	AT5G22020
MA_58982g0020	AT1G78850
MA_7535049g0010	AT5G53170
MA_89559g0010	AT2G16910
MA_8980373g0010	AT3G50150
MA_10007324g0010	AT2G22530
MA_9499341g0010	AT1G16780
MA_98294g0010	AT3G51830
MA_10168323g0010	AT2G46600
MA_10436334g0020	AT4G00370
MA_16606g0010	AT1G12680
MA_237930g0010	AT5G46530
MA_40583g0020	AT1G33475
MA_5191g0010	AT4G35220
MA_6943842g0010	AT3G58710
MA_8540458g0010	AT4G04770
MA_87104g0010	AT4G19950
MA_8962015g0010	AT1G12775
MA_9190749g0010	AT3G22970
MA_94284g0020	AT5G55250
MA_95456g0010	AT2G15970
MA_10428727g0010	AT5G34850
MA_10432068g0010	AT1G04700
MA_10432636g0010	AT5G37830
MA_10435571g0010	AT5G65560
MA_16389g0010	AT1G22210
MA_2422277g0010	AT3G17630
MA_418705g0010	AT5G15450
MA_47087g0010	AT1G31290
MA_613180g0010	AT2G43320
MA_7491460g0010	AT4G37270
MA_7630932g0010	AT3G02750
MA_90407g0010	AT2G42940
MA_10214036g0010	AT2G31970
MA_200815g0010	AT3G57620
MA_4249112g0010	AT5G19820
MA_44877g0010	AT1G58370
MA_9305610g0010	AT5G19485
MA_10435632g0010	AT5G20480
MA_126887g0010	AT2G36320
MA_48651g0010	AT2G16250
MA_9056794g0010	AT4G01130
MA_9171445g0010	AT2G01610
MA_10236057g0010	AT4G03340
MA_10345348g0010	AT3G58560
MA_10358489g0010	AT1G57770
MA_10434997g0020	AT3G57050
MA_134557g0010	AT2G26770
MA_175522g0010	AT2G45660
MA_34193g0020	AT4G34910
MA_39319g0010	AT5G18890
MA_45099g0010	AT5G20570
MA_5821182g0010	AT1G66950
MA_595363g0010	AT2G46200
